2023-11-03 08:09:30,110 INFO    StreamThr :44821 [internal.py:wandb_internal():86] W&B internal server running at pid: 44821, started at: 2023-11-03 08:09:30.109569
2023-11-03 08:09:30,112 DEBUG   HandlerThread:44821 [handler.py:handle_request():146] handle_request: status
2023-11-03 08:09:30,115 INFO    WriterThread:44821 [datastore.py:open_for_write():85] open: /Users/mariekekopmels/Desktop/Uni/MScThesis/Code/Thesis/wandb/run-20231103_080930-ry85jhtc/run-ry85jhtc.wandb
2023-11-03 08:09:30,116 DEBUG   SenderThread:44821 [sender.py:send():380] send: header
2023-11-03 08:09:30,133 DEBUG   SenderThread:44821 [sender.py:send():380] send: run
2023-11-03 08:09:30,575 INFO    SenderThread:44821 [dir_watcher.py:__init__():211] watching files in: /Users/mariekekopmels/Desktop/Uni/MScThesis/Code/Thesis/wandb/run-20231103_080930-ry85jhtc/files
2023-11-03 08:09:30,575 INFO    SenderThread:44821 [sender.py:_start_run_threads():1122] run started: ry85jhtc with start time 1698995370.109801
2023-11-03 08:09:30,587 DEBUG   HandlerThread:44821 [handler.py:handle_request():146] handle_request: check_version
2023-11-03 08:09:30,587 DEBUG   SenderThread:44821 [sender.py:send_request():407] send_request: check_version
2023-11-03 08:09:30,677 DEBUG   HandlerThread:44821 [handler.py:handle_request():146] handle_request: run_start
2023-11-03 08:09:30,688 DEBUG   HandlerThread:44821 [system_info.py:__init__():32] System info init
2023-11-03 08:09:30,688 DEBUG   HandlerThread:44821 [system_info.py:__init__():47] System info init done
2023-11-03 08:09:30,688 INFO    HandlerThread:44821 [system_monitor.py:start():194] Starting system monitor
2023-11-03 08:09:30,688 INFO    SystemMonitor:44821 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-11-03 08:09:30,688 INFO    HandlerThread:44821 [system_monitor.py:probe():214] Collecting system info
2023-11-03 08:09:30,689 INFO    SystemMonitor:44821 [interfaces.py:start():190] Started cpu monitoring
2023-11-03 08:09:30,689 DEBUG   HandlerThread:44821 [system_info.py:probe():196] Probing system
2023-11-03 08:09:30,690 INFO    SystemMonitor:44821 [interfaces.py:start():190] Started disk monitoring
2023-11-03 08:09:30,693 INFO    SystemMonitor:44821 [interfaces.py:start():190] Started gpuapple monitoring
2023-11-03 08:09:30,696 INFO    SystemMonitor:44821 [interfaces.py:start():190] Started memory monitoring
2023-11-03 08:09:30,697 INFO    SystemMonitor:44821 [interfaces.py:start():190] Started network monitoring
2023-11-03 08:09:30,700 DEBUG   HandlerThread:44821 [system_info.py:_probe_git():181] Probing git
2023-11-03 08:09:30,712 DEBUG   HandlerThread:44821 [system_info.py:_probe_git():189] Probing git done
2023-11-03 08:09:30,712 DEBUG   HandlerThread:44821 [system_info.py:probe():244] Probing system done
