2023-11-03 08:06:32,911 INFO    StreamThr :44034 [internal.py:wandb_internal():86] W&B internal server running at pid: 44034, started at: 2023-11-03 08:06:32.910636
2023-11-03 08:06:32,911 DEBUG   HandlerThread:44034 [handler.py:handle_request():146] handle_request: status
2023-11-03 08:06:32,913 INFO    WriterThread:44034 [datastore.py:open_for_write():85] open: /Users/mariekekopmels/Desktop/Uni/MScThesis/Code/Thesis/wandb/run-20231103_080632-9e6l9s75/run-9e6l9s75.wandb
2023-11-03 08:06:32,914 DEBUG   SenderThread:44034 [sender.py:send():380] send: header
2023-11-03 08:06:32,926 DEBUG   SenderThread:44034 [sender.py:send():380] send: run
2023-11-03 08:06:33,327 INFO    SenderThread:44034 [dir_watcher.py:__init__():211] watching files in: /Users/mariekekopmels/Desktop/Uni/MScThesis/Code/Thesis/wandb/run-20231103_080632-9e6l9s75/files
2023-11-03 08:06:33,327 INFO    SenderThread:44034 [sender.py:_start_run_threads():1122] run started: 9e6l9s75 with start time 1698995192.911444
2023-11-03 08:06:33,332 DEBUG   HandlerThread:44034 [handler.py:handle_request():146] handle_request: check_version
2023-11-03 08:06:33,332 DEBUG   SenderThread:44034 [sender.py:send_request():407] send_request: check_version
2023-11-03 08:06:33,447 DEBUG   HandlerThread:44034 [handler.py:handle_request():146] handle_request: run_start
2023-11-03 08:06:33,453 DEBUG   HandlerThread:44034 [system_info.py:__init__():32] System info init
2023-11-03 08:06:33,453 DEBUG   HandlerThread:44034 [system_info.py:__init__():47] System info init done
2023-11-03 08:06:33,453 INFO    HandlerThread:44034 [system_monitor.py:start():194] Starting system monitor
2023-11-03 08:06:33,453 INFO    SystemMonitor:44034 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-11-03 08:06:33,454 INFO    HandlerThread:44034 [system_monitor.py:probe():214] Collecting system info
2023-11-03 08:06:33,454 DEBUG   HandlerThread:44034 [system_info.py:probe():196] Probing system
2023-11-03 08:06:33,454 INFO    SystemMonitor:44034 [interfaces.py:start():190] Started cpu monitoring
2023-11-03 08:06:33,454 INFO    SystemMonitor:44034 [interfaces.py:start():190] Started disk monitoring
2023-11-03 08:06:33,454 INFO    SystemMonitor:44034 [interfaces.py:start():190] Started gpuapple monitoring
2023-11-03 08:06:33,456 INFO    SystemMonitor:44034 [interfaces.py:start():190] Started memory monitoring
2023-11-03 08:06:33,457 INFO    SystemMonitor:44034 [interfaces.py:start():190] Started network monitoring
2023-11-03 08:06:33,461 DEBUG   HandlerThread:44034 [system_info.py:_probe_git():181] Probing git
2023-11-03 08:06:33,473 DEBUG   HandlerThread:44034 [system_info.py:_probe_git():189] Probing git done
2023-11-03 08:06:33,473 DEBUG   HandlerThread:44034 [system_info.py:probe():244] Probing system done
2023-11-03 08:06:33,473 DEBUG   HandlerThread:44034 [system_monitor.py:probe():223] {'os': 'macOS-13.5-arm64-arm-64bit', 'python': '3.10.9', 'heartbeatAt': '2023-11-03T07:06:33.454211', 'startedAt': '2023-11-03T07:06:32.907675', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/mariekekopmels/Desktop/Uni/MScThesis/Code/Thesis/WandBSkinSegmentation.py', 'codePathLocal': 'WandBSkinSegmentation.py', 'codePath': 'WandBSkinSegmentation.py', 'git': {'remote': 'https://github.com/MariekeKopmels/Thesis.git', 'commit': 'a6b5d3e92d79d5263b8125c79c38777abfb3b204'}, 'email': 'marieke@kopmels.com', 'root': '/Users/mariekekopmels/Desktop/Uni/MScThesis/Code/Thesis', 'host': 'Mariekes-MacBook-Pro.local', 'username': 'mariekekopmels', 'executable': '/Users/mariekekopmels/Desktop/Uni/MScThesis/Code/Thesis/SkinVenv/bin/python', 'cpu_count': 10, 'cpu_count_logical': 10, 'disk': {'/': {'total': 926.3517189025879, 'used': 8.544288635253906}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 64.0}}
2023-11-03 08:06:33,473 INFO    HandlerThread:44034 [system_monitor.py:probe():224] Finished collecting system info
2023-11-03 08:06:33,473 INFO    HandlerThread:44034 [system_monitor.py:probe():227] Publishing system info
2023-11-03 08:06:33,473 DEBUG   HandlerThread:44034 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-11-03 08:06:33,473 DEBUG   HandlerThread:44034 [system_info.py:_save_pip():68] Saving pip packages done
2023-11-03 08:06:33,474 INFO    HandlerThread:44034 [system_monitor.py:probe():229] Finished publishing system info
2023-11-03 08:06:33,476 DEBUG   SenderThread:44034 [sender.py:send():380] send: files
2023-11-03 08:06:33,476 INFO    SenderThread:44034 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
